text,sentiment_pred,urgency
"Ear piece linked up to phone (Motorola Pebble) easily--after being a little concerned about needing a code, but it wasn't needed. Charged the unit using the magnetic base--somehow it was mispositioned--had to start again. Be sure to keep track of all the pieces---I almost lost the ear-tips that were wrapped in small clear plastic.",neutral,0.4
"I was excited to get this phone, it replaced my T721. It is in a beautiful case and plenty of features like the camara, bluetooth, etc. However, the phone is not very responsive. Also I sometimes have had trouble with the front display going crazy and just showing random junk, and sometimes the screen doesn't come on when I open it. So I called Motorola about it, if I want it looked at I need to send it to them and they will return it to me in (get this) 4-6 weeks. Which pretty much makes the warrenty useless for my purposes. So if you gotta have a nice looking phone this fits the bill but think twice if you are on your phone a lot.",negative,0.4
"The case shown is not the one I received. I chose this holster case because it did not have the flip out stand (from photo) and I received a case with a flip out stand. Within 10 minutes of figuring out how the stand works the pin in the hinge fell out and the two pieces came apart, I put the hinge back together but I won't be using this case. The only positive is that I only lost a few dollars on this purchase.",negative,0.4
"My biggest frustration with this headset is trying to get my phone to understand voice commands when traveling in a car with road noise, etc. It's almost useless that way. I have it paired with a Blackberry Curve. Voice commands work great directly with the phone, but I guess there's just too much background noise when speaking through the mic. I haven't tried any other headsets, so I don't know if that's just a problem with this one, or if it's a common problem with bluetooth headsets. Added Dec. 26, 2009: I have since upgraded my phone to a BlackBerry Tour, and this headset wouldn't even pair with it. I then purchased a BlackBerry headset which works beautifully - no more problems with voice commands in the car.",neutral,0.2
"I thought Virgin Mobile would be great. I was wrong. It took forever on the phone to setup with customer service. They have this minute pack drama you have to add every month and convert. The phone charger runs hot even though the phone is nice, so don't keep the charger plugged in. When you cancel you need a pin. That is my fault, at least they texted it to me. Avoid Virgin Mobile if you don't want a high maintenance pre paid cellphone plan.",neutral,0.6000000000000001
"For the price you can't go wrong. This rubberized skin fits nice and snug over my BlackBerry 8300 and, while I don't feel it affords much protection from bumps or bruises, it does create a non-skid surface. Those reviewers who complained because it doesn't prevent skidding are nuts, because it does. And those who complained about it being flimsy and easily torn - duh, when you take it out of the package it is obvious that this needs to be handled with care so you just have to handle it with caution and put it on your BlackBerry with a gentle touch. If you are too dumb to realize that then that's your problem. For most people, as evidenced by the favorable reviews, they had enough sense to see the obvious - treat it nicely. Also, I noticed this same item was ""on sale"" at a major brick and mortar store this past weekend, whose initials are ""B.B."" for a ridiculous $15.99. Buying this same item from Amazon is a no-brainer.",positive,0.2
"I expected more. I live in an area of very weak cell phone signals. I have to leave my house and walk up a hill to acquire a signal, so I know they're here only very weak, It boosted the signal; inside my garage from zero to one bar and sometimes two bars fleetingly. It is not reliable enough to place a phone call and two thirds of the time I have to resend texts. If I could go back to the moment when I decided to buy it, I wouldn't and save myself the money.",negative,0.2
"its an ok unit, just don't like the clip that comes off when on upright position. might get unhooked and get lost.",neutral,0.4
"Had this running for just a few days now. At first I thought it was defective, but it's just that the button judo for Power-on and Pairing are somewhat unintuitive (okay, I didn't read the manual very well - but normally these days, who needs to?) Using it now, and so far so good - unit sounds fine, both in and out. Felt odd at first, but already feeling more comfortable on the ear. Very light weight.",positive,0.4
I thought I would be able to walk around the office or house with this earpiece however if there is a wall or small object blocking between the phone and the earpiece it will beep or hang up because you are out of reach. It says it can go up to 10ft but I think it's more like 2ft or 3ft. That is the only issue I have with the earpiece.,neutral,0.2
"Am retuning it, screen does not light up, have ordered a new one, hope it works and I get it fast and a credit for the return",negative,0.4
"This is a great product. I recently purchased the LG Env 9000 phone and wanted a headset prior to the legal requirement for hands free phone while driving in July. My phone refuse to dial out when I spoke the words ""Call X"" as it was supposed to do according to the manual. When I tried it with the headset on it not only called out the contacts I had set up to call out, but it calls everybody in my contact list. The volume is fine and the earpiece is comfortable... the only reason I didn't give this unit 5 stars is the earpiece IS a little loose in my ears, fitting better in the right ear than the left. Would buy it again and have recommended it to several people. Still getting used to the whole wonderful concept of hands free phones..",positive,0.2
I like having a hard case for my phone because it protects it alot more than a silicon case. The one down point with this case is it has the hole in the back for the clip. In the picture it shows no clip hole. I don't use clips because i lost my old phone when the clip broke. Besides that my phone is in good shape.,neutral,0.4
"For the price I paid I think I got a good deal. Can not change the earpiece which is a minor deal, sometimes button on headset is hard to find when driving. Sound is clear and headset is comfortable. Compact design makes it nice also.",positive,0.2
"I bought this phone even though the reviews told me not to, because I loved my old RAZR so much and didn't have time to shop for something else that worked for me. It works ok - it definitely arrived in new condition in a Motorola box, but the charger that came with it didn't have the appropriate connection to work with the phone (awkward). Because it's an unlocked phone in which I am using an older SIM card, I also receive an error message text every morning. Could be worse, but could be better.",neutral,0.2
"The application is tedious and you have to be careful not to get air bubbles, but when done right you cant even tell you have the screen protectors on! A great accessory for my Voyager!",neutral,0.2
"It's colorful, humble battery life, syncs with Outlook and typin'll give you a headache..reception's iffy..all in all, it ain't all that! I especially like the Rim instruction manual chapter on typing entitled ""Tying Instructions""..gives you an idea what the whole shebang's all about - 'bout gettin' this gal out early to make sum fast quick bucks. So why bother to proofread?",positive,0.2
This long lasting battery is great. I can listen to my music my entire commute and still have enough battery juice to talk all night. One of the tabs on the plastic cover broke the 1st day and I ended up having to order the extended metal cover which is great too.,positive,0.2
My old flip phone now holds the charge like it should.,positive,0.2
"I used to close my mind on Motorola products for the last perhaps 10 years and now I am liberated. The last one I owned was MPX-220 smart phone. It was a piece of junk, not only because of its low voice quality but because of its low reliability. I had to get it shipped to customer services 4 times in a year. Now what about this little gadget. It is great. I searched several top products on the market and this one is the top. I am very pleased with it. I even configured it to work with my Bluetooth GPS. With the quality of sound/speaker it has, I am pleased with all the aspect of this phone. I feel that I can wait till the real next generation of Mobile phones to have the same power as the latest pc. (See Sony latest handheld pc to know what I am referring to) I added a less than $30 2GB micro SD card, and I am taking videos and pictures with very satisfying qualities. I really feal that I now have a very good phone with very clear voice quality, good GPS, good viedeo camera, good PC that has all the connectivity methods avaialble (WiFi, bluetooth, Infrared, 3G, USB, ... whaat else you need), Good Pocket PC (PDA).. I am happy with it, overall.",positive,0.2
"I bought it, when it was a must have to drive day, I used it couple of times and was always repeating what I said once, hearing piece is fine, configuring this to my cell phone was v easy, but I don't use this often anymore. I would not recommend this to new buyers.",negative,0.2
"Palm - 700w - Verizon Model I've been using this PALM TREO for a couple months now and would recommended to others... look very hard at this phone and rationalize why you want it before stepping forward. The hardware in itself seems very solid and reliable. This TREO package has several great items. And if you're looking at it to use Microsoft Mobile and the Palm calendar function, to Sync to Outlook and staying current on appointments and events. These features of pretty solid. Battery life and performance is pretty good. If you're a RIM or Blackberry user the Keyboard is a snap and easy to use. The pointer stick keypad is a nice feature too... The display is fair and you can see it in most lighting situations other then direct sunlight. Be sure to buy screen protective covers.... And a couple of the programs I've purchased to run on MS mobile work well, as long as you only run one at a time. Speakerphone works OK, but the Mic picks up all background noise. The very first thing when you get your TREO ... look for MS updates and flash the phone. My Phone was delivered direct from Verizon with an older operating release installed. Palm had posted a new release two months prior. With current updated there's still several irritants. As a long time Verizon customer I don't see these issues as their base cell phone service problems. It appears to be Palm & MS. And I would expect the same from other providers, I know of a couple Sprint users stating they're seeing the same issues. My opinion as a customer, if Verizon wants return customers I would be leveraging Palm to correct the issues or buy back or exchange these phones from their customers'. And like all items we spend our hard earned cash on! .... We tend to migrate to gravitate to the negative items. 1. Microsoft Mobile tends to work like most MS operation systems. It locks up and requires a reboots on a regular basis.. I've learned just to soft boot the device weekly to reduce the issue. Even with the most recent OS update. 2. Most of the TREO functions & options have very primitive settings and functionality. If you're used to Motorola & Blackberry phones and use the many options and phone tools, You will be disappointed! Palm is lacking this flexibility. You're forced to buy software to do some of the task you might be use too. This device has a lack of memory issue, which will cause you problems too. You can pretty much expect to be able to load about 100 addresses, phone numbers and a couple very small MS Word docs before you run out of memory. Running the application from a SD card works well until you bump the card and it ejects. You can expect the MS Mobile to crash 30% of the time. 3. I've tried several different Bluetooth ear pieces and in general the phone does a poor job in connecting and managing the devices. Sound quality is poor, did I say poor!. I've used every device Palm and Verizon has recommended. And if you get more than about 8 feet from the phone it goes out..... In addition at least once a week the Bluetooth device setting get turned off and need to be reactivated. 3. Phone connectivity is questionable. If your switching from a TRImode phone you will drop kick this phone. Dropped calls will be a part of you daily route until you re-learn the digital coverage areas. Forget about call waiting. It drops the calls and will disconnected the holding party most of the time. I used and all digital Motorola phone and it out performs this TREO phone in service connectivity.... and sound quality by a large margin. 4. Phone connections and dialing take longer and seems to have a very long pause when connecting to outgoing calls. There is also a lot of sound quality delays, sound pauses and cutting out in the middles of conversations. Unlike some phones there seems to be no noise cancellation or filtering in this device. It picks up all background noise. 5. Voice dialing.... Forget it. Not worth setting up..... Other phones are a snap and work. This one is too temperamental.... It selects the wrong names. 6. MP3 Player ....Don't expect to store MP3 on the base memory. You will be forced to use the storage card due to the memory constraint device. And as a point, the player library manager seems to repetitively default back to main memory and you can't find your music. The the MS Player has a very low sound quality, even with excellent headsets...... Expect to by a jack plug converter. The plug is smaller then those on MP3 players.. 7. WEB browsing is extremely slow and if you choose sites other than the Palm sites you can expect to wait longer. And many of the Websites do not show up correctly. Event those setup for PDA's. There is a lot of WEB(Digital) signal dead areas. I've experienced a lot of dead digital signal areas where my Laptop Verizon Digital Card has excellent signal. Must be another poor Palm software item. The phone does not multiplex well. It has problems managing the Phone, Web and PDA items if you trying to run them all at the same time. Odds this is due to the lack of base memory or slow processor. The bottom line is.... I'm not sure I would venture into the MS Mobile phones unless you know what you want to use it for. I feel this is and emerging market and still in development. And it will be a while before it becomes a great product. Time will tell. I plan to keep the TREO 700w. Because it is to late to return it! But I would take my money back and try something else if I had the chance.. One last note..... The joke commercial Verizon continues to run when they say ""Can You Hear Me Now"" .... You will be using this line a lot with this phone. It cuts out allot...",neutral,0.8
"I contacted them, did what they said and it does not do anything. The PC recognizes it as a modem but I cannot transfer files",negative,0.2
"The headset has wonderful sound, both directions. Others can hear me, I can hear them, and it's comfortable. But... The battery on the phone doesn't last long if you're using the handset. Connecting it to my PC was a major disaster. Plugged it into a USB hub, installed the software, and all was well until I disconnected it to move the phone. Everything else connected to that hub quit working. Major problem since that included the wireless connector for my keyboard and mouse. After a couple of reboots, discovered that the hub is not totally nonfuctional. I will NOT be connecting this phone to the computer again.",negative,0.2
"Works but not as advertised. Helps a little bit to enhace signal inside your car. Nice look, easy installation. Can't as more for the price and ease of installation and use.",positive,0.2
"This item does not contain the most popular mini-USB connector - the one used by most Android phones in 2013. This item's description, in my opinion, is outdated and should be updated not only with similar verbiage but as well a picture of the connectors that are included, i.e., the back of the product packaging where they allow the buyer to try connecting their phone to and of three included connectors. Had this image been available, I'd not have wasted my time. I'll not be buying from this seller again.",negative,0.2
"This product was not designed by engineers with Cell Phone experience. HP is a big name in PDAs but they are not on the map in cell phones - this product demonstrates this. Don't order steak at a seafood restaurant. I replaced my T-Mobile IPAQ 6315 with the Verizon XV6600 - After the grief I have had for 5 months with the IPAQ 6315 (actually 3 of them), the AudioVox XV6600 is a pleasure. I generally love HP products, but I guess they have no phone experience. I don't understand how the T-Mobile Engineers could have qualified the 6315 for use on their network. The April 2005 software upgrade only slightly improved phone operation. The HP IPAQ 6315: 1. Drops incoming calls 2. Drops outgoing calls on first try 3. Has poor audio for both parties on phone call 4. Cannot be programmed to automatically answer incoming calls while using a headset 5. The navigation pad works very poorly",negative,0.2
"The battery arrived in a USPS Priority Mail Flat Rate Mailing Envelope. It was torn and was taped where the battery had made several holes in the envelope. There was no invoice or it might have fallen out. The good news is after installing the battery, my low battery alarm is gone. Seriously, I would pay a bit more for better packaging than an envelope.",negative,0.2
The Imax Power Pack (IMP500)has been a savior when using my Golf Logic Golf GPS system. It provide's ample power which allows me to keep my GPS working for the entire round of golf.,positive,0.2
"Junk, bout to replace a old unit and wouldn't even pick up celluar signal using the excact same positioning, lines, and long range antenna.",negative,0.2
bad product,negative,0.4
"While I am generally pleased with this GPS, nowhere in the instructions or on the web site, does it describe the uses of the SD card slot on the Nuvi200. 30-40 min. wait times on the phone for a person to talk to: unacceptable. 2-day lag for answering email from tech support, then the 2 sentence answer didn't answer my questions. Still don't know, for example whether I can buy an SD card and download European maps- or whether Garmin sells SD cards loaded with European maps for the Nuvi200.",negative,0.2
"I purchased this for a back up for my girlfriends Nexus One, it charges the phone faster then her normal AC charger. I bought two more for my kids being that they have power draining EVO's.",positive,0.2
"The technology couldn't be better. Bluetooth conecteivity is simple to establish. The overall physical design is excellent. Though it looks heavy, the unit is a featherweight and fits nicely around the ear. Long-term wearing is comfortable. Audio fidelity is excellent. Where the unit fails badly, though, is the controls. They do not provide enough tactile input. You cannot be certain of where the volume control is or which end of the rocker switch increases or decreases the volume. Since the volume defaults to moderately low setting, this means you are likely to miss the first words of whatever your caller is saying which in turn means a lot of asking ""what did you say?"". The Call Control button handles at least four different functions. On a phone equipped to handle all four functions, it is easy to mistakenly select a function. For example, on my phone, if I hold the Call Control button a fraction too long, the call is not answered, but the prompt to enter a Voice Speed Dial entry is actuated. No fun when you are trying to answer a call. Plantronics provides three earpiece inserts and it's unlikely that one of them won't provide a comfortable, snug fit. Overall, excellent technology marred by poor ergonomics. Jerry",neutral,0.6000000000000001
This product works well. Went from 0-1 bar of 3G in the house to full and no longer dropping calls. The only downfall is i was I would have done my research to realize you have to be within 15 feet of the indoor antenna. This is a desktop model and provides coverage just beyond the size of a desk. They do sell upgraded antennas and amplifiers which I will be getting to cover the entire house. Would highly recommend Wilson! Great products and customer service!,positive,0.2
"I realize this is a cheap and possible fix to my reception problem, but it made no difference in my phone.",negative,0.2
"The earpiece broke within a few uses. The bluetooth pairing was finicky and would lose connection. The charger wouldn't make complete contact. I wouldn't buy this or recommend it. I normally like Samsung products, but skip this.",negative,0.2
"Not crazy rigid or strong, but it does the job it is supposed to do. Enjoy!",neutral,0.2
"I had high hopes for a battery that would finally hold a charge and this one mostly does, depending on what I am doing. If I am using Snapchat, or Facebook on the phone.. quick battery drain. As far as protection from overheating , no. I would have given 2 stars but like I said, it mostly holds a charge and charges quickly. My phone overheats now more than it ever has. I think this has a lifetime gaurantee and I have not contacted the company yet but as far as protection from overheating , it is SO BAD. We will see if the product replacement is real or not. I will update.",neutral,0.4
"Tried MPT with VE465 and W845. Wouldn't work. Went to the support site and did what they said. Didn't work. I concur with the other reviewers, this dog won't hunt.",negative,0.2
My IPhone kept weighing down the mount which ultimately made the phone drop from the vent holder. Perhaps it is the clips which were not durable or perhaps it was the iphone which may be too heavy for the vents.,negative,0.2
Don't get sweaty with them on. Moisture is bad for all electronics; should have foreseen that. Other than that good product.,neutral,0.4
"si refleja pero no es un espejo, como los reales, pero esta aceptable, y a la muchacha le gusto mucho",neutral,0.2
"The phone is nice, but the USB data connectivity port is disabled. The double minutes for life is a very nice feature.",neutral,0.2
"It is a little bit bulky, but the ergonomics regarding how it attaches to the ear, batter life for talk time and multi-point technology make it a good headset for the money. I wish it was just a little smaller.",neutral,0.2
This was a great buy......1/2 the cost than in local malls and the quality is great. Love it.,positive,0.2
"This product looks great, syncs easily, but isn't easy to use. Every time I touch the product it turns it on or off - there isn't one easy button to use. Overall I haven't been happy with the product.",positive,0.2
"I'm not sure I love it. I can't get the front part to snap on my phone and am afraid to force it b/c I don't want to scratch the phone just to put on a protector that prevents scratches. It is very cheap, so that's good. With shipping, it's twice as much. I would return it but I'd basically lose money in the deal. It also doesn't cover the screen, which I knew, but that seems like the part you would want to protect the most, doesn't it?",neutral,0.4
"This is my first Smartphone, and being that I'm not using this for business reasons, I am extremely pleased with this little gem. It's much smaller than most of the other phones I considered, its interface is one I'm comfortable with as a old school Palm OS user, and its sleek look will prevent me from hiding it in my purse all the time. Some have said it may appeal more to women than men--this may or may not be true, depending on your taste. I highly recommend this phone for first-time Smartphone buyers.",positive,0.2
"This is a nice product, a very nice phone (or should I say ""very nice ALL-IN-ONE PHONE""?), I gotta tell you, it worth every penny, first days I was a little upset because I didn't get into it, but now... seems to be a nice solution for a lot of things, what I have installed in my AIO PHONE: 1. Skype 2. MSN 3. Office Viewer 4. Lots of games (metal gear solid acid for mobiles, fifa, etc) 5. Internet using WiFi corporate network (you can specify the type of encryption, open/shared, IPV4 y IPV6, sutnet, gateways and DNSs) 6. Yahoo Chat 7. Google Talk 8. Bluetooth connectivity is really awesome 9. Opera Mini and the built-in brower (both are good) 10. PDF Reader (this is nice if you need to open/read something while you're traveling) 11. You can synchronize it with Windows Media Player what is nice too, because is easy to find WMP already installed in your computer (against the ipod/iphone-itunes, you have to download it and is a little tricky) 12. ETC. Of course, not everything is PINK, and has some cons: 1. Is just a bit bigger and heavier than the w810, but if you think you're getting WiFi, you forget that. 2. I guess... is easier to use a sony ericsson, but every feature included in the N81 worth to learn something new. 3. The storage (8gb) is built-in, and it has not any slot to expand the capacity, but again, I guess 8gb is enough space for applications, games and music. 4. Since I'm an IT guy, I like to keep my gadgets UP-TO-DATE, but the Software updater is not available for Windows Vista, so, I gotta wait the release, of course, it does not means the phone does not work, but sometimes when you update your software, some enhancements in performance and new features are included, the updater is only supported by Windows XP. 5. The realplayer is the player included with the phone, and only plays mp4 and 3gp, the resolution on the screen is nice, but, sometimes, when you're trying to watch videos from YouTube.com (yes, you can watch streaming video too) the player get fuzzy... and you should close and open again the video in order to get a better display. That's my experience with the N81 8GB, I hope it will be useful for you. BR",positive,0.4
"The battery came in an OEM package, looked new other than a few marks on the side were it plugs into the phone. I charged mine the day i received it and it lasted 2-3days with minor usage. The standby rating is way way way off but i think its over rated on all batteries like this. Oh and i bought 2 of these and they are both the same for duration and usage.",negative,0.2
Works perfectly to connect my iPhone 5 in Speck PixelSkin HD case to my boombox tape cassette adapter right-hand-angle plug. My old cable developed a static glitch when you'd wiggle it. This one works perfectly now. The connection jack fits snug and proper in the iPhone and securely holds my tape adapter jack too. The rubber feels fresh and flexible.,positive,0.2
"I like the raZR phones by Motorola because of their sleek design. This phone works well but I gave it 4 stars out of 5 because 1. the description said satin pink color the phone is hot pink (luckily it matched up with my favourite tank top) and 2. There is not much to do on it, no calculator or calender - it's sorta boring. BUT I love it! I love it! for its design.",neutral,0.2
"The product is ok, but the holes in the case don't like up with the Samsung Note II! So I had to use a knife and small scissors to enlarge the slots for the electric input, for the flash, and for one of the other inputs. Why did they make a case in which the holes don't line up with the phone? I have no idea!",negative,0.2
"Does exactly what it's supposed to. Holds tight to a smooth surface, has a firm gooseneck and a great padded cradle for my iPhone 4. And it's like $7! If it works for a couple months I'm totally happy. I'm ordering 2 more now. I just returned a crap, ""iLevel"" iphone holder that was $30 and broke immediately. This holder is the best I've seen at a great price.",positive,0.4
it was a gift and they have not installed it yet,neutral,0.2
"bought this on a recommendation from a colleague. First of all the charger is not a USB connection so it is a separate charger than my phone (BlackBerry 8703). The headset does not attach to your ear very easily and seems to want to fall off. Sound quality outbound seemed fine but inbound was so low I had press the earpiece up to my ear (so much for hands free), and that did not completely solve the problem. Set up was easy as all BT headsets are pretty easy to pair. I returned and bought the Moto H500. Fit is perfect, sound is much better/louder and one-button functions are easy to operate. Save a little $$ and time and go with the H500.",neutral,0.4
"This is a very convenient way to charge your cellphone as theres always a computers are everywhere, but the charge rate is so slow its impractical to depend on. I've used this at work while listening to internet radio which really drains the battery during use. This charger helped keep from draining the battery, but didn't charge fast enough to increase the charge while using the phone at the same time. For that reason of the slow charge I gave it one less star. Another problem I had was the length of the cable, is so short i couldn't lay my cellphone on the desk it had to hang off the front of the computer unless propped up by travel coffee mug. For that reason I had to give it less another star. Being as there isn't anything better out there as convenient charging, this is something i carry around with me and use.",neutral,0.2
"This thing is a piece of garbage. Got it hardwired, and mounted...only to find out that the two 12V ports work, but the USB ports had no power. Since I had already hardwired it, I knew they'd never take it as a return. Don't waste your money.",negative,0.4
This phone was NOT like the original Razor. It did not have the same features as my old Razor. I ended up sending it back and I was promptly sent my refund.,negative,0.4
"Have an iPod Touch (3rd Generation), taking a long plane trip soon - this seemed like the perfect solution to the iPod Touch's wimpy battery life when watching movies. I made the mistake of assuming that the Turbo Charge TC2 Portable Charger would be fine for an iPod Touch if it works for iPhone (which, according to some of these other reviews - it doesn't!). I plug it in, turn it on, and within 2 seconds I get a message ""charging is not supported with this accessory."" It does work on the iPod Nano (2nd Generation), but that's not what I want this for! I guess I'll just have to read or - gulp - talk to my wife on the plane ride...",negative,0.2
"This a very thin, cheap silicone cover ... I used it for less than a week and took it off cause it was loose. Not recommended.",negative,0.2
It Was perfect,positive,0.2
Works as intended.,positive,0.2
"I bought a different brand of this little adapter and it's already worn (exposed wires) at the point where the wire goes into the connector on the phone end. This one has an extra rubber sleeve at that point, looks like it's a bit tougher. So far, so good.",positive,0.2
Not great reception but okay for the price. Sound quality is okay as long as there is no background noise. Not the best device but okay.,neutral,0.2
"Way smaller compartments. Picture is completely innacurate. Neither of the side compartments are big enough for my iPhone (regular iPhone 7). The picture shows BOTH compartments with iPhones (and the right one looks like an iPhone 6, which is the same size as my phone). False advertising. Since I purchased this to charge my iPhone, my work phone (galacy s6) and my kindle in the middle compartment, I won't be able to use it. Nothing the only thing that fits is the kindle in the middle compartment. If you have phones bigger than the iPhone 5, this won't work for you.",negative,0.2
"This product is exactly what I needed to complete installation of an iPod/FM modulator in my 1999 GMC Sierra. It is high quality and works perfectly. Unfortunately I didn't discover that I needed this set of adapters until I was finishing the installation and frustratingly TSS Radio chose to ship it first class USPS which took 5 days to travel 250 miles, and when it arrived 85 cents was due to cover insufficient postage from the shipper. That is a first from an Amazon supplier and I buy a lot as a Prime Member. The product is first class the supplier is not.",positive,0.2
Matches my Red Blackberry Curve 8310. Has Blackberry imprinted on the back. Fit's the phone prefectly!,positive,0.2
"The picture make it look as though it has a leather or solid black front. In fact, the front is clear plastic. I didn't expect much, for the price, but in order to make it work I have to put the phone in the holder backwards. The reason for this is that the front of the phone is smooth, so when you put the phone in the proper way the smooth surface sticks to the plastic making it almost impossible to get the phone out of the holder by the time the phone stops ringing. The back of my phone is more textured, not smooth, so the plastic doesn't stick to it. However, it does do the job, just not what I expected.",neutral,0.2
Waste of good money! I should have known . . .,negative,0.2
"Easy to install and move to other cars with simple setup (can even use outside car, e.g., in a meeting), simple to use, quickly acquires connection with phone, works acceptably well (see minor negative points below); comes with both USB and car chargers (good job); holds charge a long time (weeks) Some minor negative points: 1) Could use more volume, have to turn it up to max, sometimes still not enough, but generally acceptable 2) Found locating the unit on the sun visor as recommended somewhat awkward some of the time, keeping mic pointed to pick up voice well, some difficulty with people hearing (depending on how much I'm using the visor for intended use - blocking the SUN); I found the included metal clip worked fine on the extruding shelf of the dashboard, above speedo/etc., better positioning of mic, easier to use without taking eyes off road; clip is padded, no worries about marking dash; works for me 3) Have heard some complaints in reviews here at Amazon about microphone boom sticking in, doesn't spring out when pushed (which means you can't power the unit on); I bought a unit from a store locally to try out first, and it began doing that; returned it and bought from Amazon (almost half price)...this one hasn't done that yet, am hoping it doesn't. Overall, for the $50 I paid at Amazon, I am satisfied...not worth the $99 list you might pay elsewhere.",neutral,0.6000000000000001
"I wanted a headset to use with my new Samsun i730 Pocket PC phone (way cool), as well as, use with my 5.8GHz cordless home phone via a Jabra A210 bluetooth adapter, and this hit the mark. This was the only headset I found to synchronize with TWO devices, so I paired it easily with the i730, then the Jabra A210 adapter, and whola, whichever rings if I am close to both, I can answer either line with just one headset. I bought and test the Jabra BT250V and BT800, the 250V sounded good and was pretty comfortable, but could NOT sync with TWO devices at the same time, and the BT800 was cool, but it was not secure on my ear and let in too much outside noise. The Plantronics 510 sounds the best of them all, and it is extremely comfortable, I had it on for 3 hours one day and it was still fine. I love the configuration of the small boom with the behind the ear battery, great design. The battery life has been great as well, I have been getting 4+ hours of straight talk time and several days of standby. The AC charger is pretty small as well, nice for travel. Also, this headset had the least amount of static from what I would assume to be the bluetooth connection (actually, there is NO static most of the time), while both the Jabra ones had a bit of static, the BT800 being the better of the two Jabra headsets for me. Oh, and I got this thing for $50 on amazon... what a deal, I cannot believe what terrific sounds and functionality at this price! Gripes: I hate to say there are any gripes because I really like this headset, but we are hear for full disclosure and helping eachother with thorough reviews, so here they are... I did like the vibrate option of the Jabra devices, which this does not have. Also, not sure if it is just my device, but the power button is not very tactile, which means, when I press it, it does not feel like it moves and I cannot feel any detent, but I have been able to use the button without much issue. Needless to say I love this headset and put this as my first choice if anyone asks for my recommendation. Cheers!!!!",positive,0.2
"It works for me, but just barely. I am using it in my office. My office does not have an outside wall, and I was getting zero to 1 bars without it. When I first installed this, I was able to find a location next to the ceiling where I had two bars consistently. I located the window unit there, but even though my phone showed 2 or 3 bars, my calls broke up severely. A few days ago, I put the window unit above the ceiling, where I had three bars, and it started working. However, the only way it works is if I leave my phone sitting next to the antenna, and use my bluetooth. If I move my phone as little as 6"" away I go to 0-1 bars. Any farther and I have no bars. My other big problem is that if the antenna is too close to the window unit, there is a back feed, and it stops working. That wouldn't be a huge problem, except the wire isn't all that long, and once you run it down the wall, and across the room, it is nearly impossible for it not to pick up the antenna and it stops working. Since installing it in the ceiling this problem went away, but I can no longer run the wire all the way to the floor and over to my desk. It looks pretty bad, and it may cause me problems with my boss. I wish I could add another 12-20 feet so I can install it neatly. Bottom line. If you don't have at least 3 bars where you locate the window unit, and you can't leave your phone sitting next to the antenna, then I would recommend you stay away from this item. One other comment is that I think it should be designed to work the other way around. The black antenna should mount on the window and the main unit should be located near the phone. Running both power and the antenna wire into the ceiling or to a window is just plain stupid. But, for $50 it is working for me, and I'm happier than I was.",neutral,0.4
"MARCH 2017 UPDATE - I see they dropped the price so some may think 18 months of use is ok. For myself, about 6 months ago (less than 18 months) the right speaker went out. Pfft! I tolerated since I just do calls/podcasts that don't require stereo. Now it just cuts in and out. Verified with another headset that it's not my iPhone 5 (looking to upgrade soon!). To my mind, a solid state device that only sits around my neck and has this much space for quality innards should last a decade. My old Sony wired headset speakers lasted that long. The solidly-constructed bud-wires beat out the LG Tone, but that's not saying much in my book. APRIL 2015 - I had an LG Tone I really liked, but the build quality of the wires to the earbuds cracked and severed in less than a year! Doesn't seem to have been fixed in later models, so I put replacing on hold for the past year. Came across these from Motorola and they looked good. I've had good experiences with Motorola products in the past and I liked the explicit mention of the earbud wires being ""linguine"" and that they use magnets to hold the earbuds to the neckset. So I ordered. Having had them a couple days, here's what I have to say. First the neckset is much stiffer and narrower than the Tone. Fine for me, but definitely going to be a problem for many. Because of the stiffness, they're more difficult to remove from the neck than the Tone. Also, no vibration when a call comes in, unlike the Tone. If you haven't an earbud in your ear, you might miss a call. Pairing was easy with my iPhone 5. Not so easy was pressing the Call button (looks like the pic in the manual is reversed) to summon Siri. At first, doing that resulted in playing music from my iPhone and I had a hard time getting that to stop. Seem to have worked it out now. The audio for music is pretty good. The USB charge cord is super short. If you have the earbuds in, you do hear some odd sounds sometimes. In terms of wearability and style and maybe even the sound, I'll give the edge to LG Tone, but LG Tone is no good if you spend that much for a headset that doesn't make it through at least a year. I feel pretty confident, though it's early days of course, that this Motorola stereo Bluetooth is going to give me at least a couple years of service. Fingers crossed. Cheers!",neutral,0.2
"Works better some days than others. Seems like putting external antenna in the attic is not getting the amount of signal needed to boost it through the house via the internal antenna and amplifier. It does bring the signal in to different levels of the house, but does result in poor voice quality at times. Overall I think it's better than what I had prior to the install, which was no service at all. When it gets warmer outside I will try bringing the external antenna out abobe the roofline and see if that helps.",neutral,0.2
"The right replacement for the indicated size, known brand name with quality behind it",positive,0.2
"Works great as advertised. This is my second parrot system. Only complaint is echo of incoming voice to incoming caller. Not overwhelming though, just an annoyance. You do need separate harness system to make install easier by quickconnect.",neutral,0.4
