ts,text,sentiment,urgency,aspects
2025-08-15T07:49:42.395880Z,Battery last 3 days,neutral,low,
2025-08-15T07:49:42.403573Z,"I use it with Virgin Mobile. They use Sprints digital network, so service in only as good a Sprints digital network (minimal digital service in rural areas). At least once a week I have to remove and then reinsert the battery as the phone goes dead.",positive,low,
2025-08-15T07:49:42.425742Z,"The short version: rubbish! Way too quiet (especially in-call audio), poor audio quality (obnoxious noise on output) and worse outgoing speech quality. The longer version: Let me start by saying that the premise of the Kensington LiquidAUX Bluetooth car kit is a great one. You can stream music via Bluetooth's A2DP profile to your car stereo's aux connection, and the car kit will also route calls to your stereo, handling muting of music automatically. If only it worked as well as its premise. This was tested in my wife's Scion xB (an '06 - the smaller original version) with the factory head unit (a Scion-badged Pioneer) and an iPhone 3GS. My first impression upon connecting this up in my wife's car was that this would be a cool little car kit - installation and pairing was simple. However, that impression died as soon as I tried to start running audio through it. First of all, the audio from the car kit is way too quiet when playing music. On my wife's head unit, a volume setting of about 15 is reasonable for the radio at any speed, and 20 starts to get obnoxiously loud. CDs tend to be a little quieter on this system, but 20 or so is a reasonable volume for those. To reach a similar music volume from this car kit, this stereo has to be turned up to 40 or so. Worse, the call audio is even quieter, if that's possible. To make a call even vaguely audible, the stereo's volume has to be pushed up north of 50. Even then, it's still way too quiet. This is unforgivable as this is intended to be a completely hands-free kit. In order to hear a call, you have to reach for the stereo to turn the volume up at the start of the call, then you have to scramble to turn it way down again to avoid having your head taken off when the call ends and the music starts again. This is an enormous distraction for a device that's supposed to reduce the driver's workload. This isn't a function of this stereo's Aux input, either. We've run an iPod shuffle to the aux input for over a year now without having to crank the volume up beyond what's needed for a CD. I also tested the iPhone from its headphone output, and that was reasonable, too. I'm not really a fan of doing that, though - you usually have to turn the headphone volume way up to get the signal anywhere close to a standard line output, and that more or less guarantees that you'll forget to lower the volume afterwards and will subsequently have your head taken off the next time you plug your headphones in. Anyway, I digress. It's all a bit academic, however, as even if you can hear the person on the other end of the line, there's almost no chance whatsoever that they can hear you. Since the microphone is part of the body that plugs into the cigarette lighter, it's likely a decent distance away from the driver, and all the noise cancellation in the world isn't going to help that tiny little mic pick up anything. This might be a side-effect of the raised seating position in the xB, but that's hardly uncommon with the number of SUVs and minivans on the road. A much better idea would have been a remote mic that you could stick somewhere on the dash, but perhaps Kensington was afraid of liability having extra cords running about the place. If that wasn't bad enough, there's another major problem with audio quality. There simply isn't enough filtering between the input power and the output audio, and the inherently noisy power source leaks through to your stereo. This might not be so bad if there was a ton of signal to swamp it and make it unnoticeable, but because everything's so quiet, signal/noise is abysmal. On my wife's car, I can hear a higher-pitch whine that varies directly with engine speed (this is probably straight from the alternator, but who knows?) plus a bunch of periodic clicks that also vary with rpm. This is plain annoying when playing music, but is cranked up to irritating and beyond during a call - remember, with the stereo turned way up to compenstate for the quiet calls, all that noise just gets louder. Unfortuately, I made the mistake of initially testing the car kit on battery power only before turning it over to my wife, so all I really noticed was the quiet audio. Let me put it this way: my two year-old was asking what all the funny noise was in the car. That's not a good sign, Kensington. Another ominous sign is that I'm not going to even bother rating the quality of the audio delivered over A2DP. Does it sound badly compressed? Who cares? I reached the limit of my patience with the car kit's other audible flaws long before I even started caring about how A2DP sounds. Oops. Another good premise is the little remote that comes with the system. However, this is a waste of time with the iPhone 3GS. The play/pause button does what you'd expect on the iPod side of the phone, and the call button will answer an incoming call when phone rings and will end the a call in progress. However, unlike many Bluetooth devices, the call button has no other function on the iPhone. Additionally, because the call audio is so quiet, I've hung up on a lot of people because I didn't hear anything, so I hit the call button again. Maybe that's for the best as it means I don't have to go through the whole ""Hello?...(hello?)...Hello?...(hello?)"" routine that this car kit seems to induce. A lot of headsets allow you to use voice dialling, etc. if you press and hold the call button. Not so with the iPhone - even though voice control was added in the most recent version of the OS (3.0), this button has no effect on the iPhone when no call is in progress. That's a huge pity, as voice control actually works fairly well. Additionally, the forward/back buttons have no effect on an iPhone. Where the blame for this lies, I'm not sure. I've seen suggestions that although Apple added A2DP to the iPhone, they didn't bother with AVRCP (A/V remote control profile). This would seem to make sense, and unfortunately makes the remote somewhat pointless. I'm also not convinced that the steering wheel is a good place for the remote. Personally, I wouldn't mind mounting it on the stalk for the wipers, but the rubber doohickey that the remote mounts in is obviously sized for a steering wheel and can't be secured to a stalk. I could take the remote out of its mount and stick it somewhere on the dash, but frankly, given this device doesn't actually have a future in my wife's car, I'm not going to bother. As far as I'm concerned, this was money flushed straight down the drain. Thankfully, I'm still within Amazon's return period, so I can offload it that way. Otherwise, I would just have to eat the cost, as I can't in good faith pawn it off on someone through eBay or whatever. It really is just that bad. Either way, it's going to get ripped out of my wife's car. This is the first doodad I think we've ever had that's basically scored a zero on the Wife Acceptance Factor scale, which is impressive, albeit for all the wrong reasons. Ugh.",negative,low,calidad
2025-08-15T07:49:42.434894Z,"There is no hotsync button. Still, it works and ,unlike the palm product, it will charge your phone through the usb cable. To hotsync you will need to pull up the Hotsync program on the palm device and tap the icon on the screen.",positive,low,
2025-08-15T07:49:42.443034Z,"God am I sick of this phone. I've never experienced such poor coverage. I was previously with both Sprint and T-Mobile, and though they had their flaws, I was able to live with them. I cannot make a phone call on the road because of the constant drops. It's amazing how awful this phone is.",negative,low,
2025-08-15T07:49:42.450932Z,"Having used the razr v3 for a month or two at this point, i have no significant complaints. The reception is reasonable, better than the 3 year old Nokia 6822 that my wife uses, but not as good as many other phones of newer makes and models. The phone when first turned on begins in Spanish but automatically switched to English as soon as the network was accessed. The speakerphone is not worthwhile and is only used when absolutely necessary as there is poor voice quality on the other end and the output sound is scratchy and sounds as though the speaker is blown. Another point of frustration I've experienced with the razr is an increase in the voice echo when speaking with other cell phones, although I'm not certain if the fault is the phones or my current networks' issue. Overall, I feel like this phone is a reasonable purchase for 100 dollars for an unlocked phone and I'm satisfied with it. In fact, I'm considering purchasing another to upgrade the reception of my wife's service, but not so sold on the value as to make it a no brainer-type decision. Other functions such as bluetooth, camera, video camera etc. work as expected and provide satisfactory results.",negative,low,calidad
2025-08-15T07:49:42.458817Z,Didn't hold up to daily use. Outside skin stretched out and doesn't fit properly,neutral,low,
2025-08-15T07:49:42.466764Z,Just as described and exactly what I needed.,neutral,low,
2025-08-15T07:49:42.474490Z,"I returned this product. It did not perform as described. I tried both an inside and an outside installation. The outside installation did increase signal strength, but the inside installation did not increase the signal. The problem with the outside installation was that I live in a region that has a lot of thunder and lightning storms. The added expense of the outside lightning protector made the product too expensive.",neutral,low,
2025-08-15T07:49:42.482186Z,"I am a big fan of the concept of the PDA and rely heavily on technology in my business to stay in touch with the office. I had the Treo 650 and had issues with software bugs that tended to lock it up regularly (even after several replacement phones). With the release of the 700w, I thought surely the manufacturer has perfected the phone, and with a Windows platform, I can't go wrong. I WAS WRONG! In a nutshell (even after several replacement phones, hours talking to tech support, and a move to an enterprise server): Constant lock-ups, faulty syncs, and just bad-overpriced technology. Palm preys on the ""techy"" that wants the newest thing. 10 of my colleagues are having the same experience. Verizon is not to blame - when I get a connection, the clarity is excellent. I do not ever write these reviews, but anything I can do to dissuade someone from buying this PDA is my good deed for the day.",negative,low,precio
2025-08-15T07:49:42.489902Z,Don't know if it's just where we are or not. Signal is in and out and only works if I am right next to the base unit. We put the antenna in the atic.,positive,low,
2025-08-15T07:49:42.497561Z,"Exactly what I was looking for! Will now have no problem during my ""open"" travel plans throughout Europe this Spring.",neutral,low,
2025-08-15T07:49:42.517531Z,"The phone I received had much more than I needed (bluetooth etc.). I can not get it to ring, which is what I really need. When it is in my hip pocket and I lean forward applying pressure it plays a tune. I am saving for a I-phone 4G. Maybe January..............",neutral,low,
2025-08-15T07:49:42.525950Z,"The first time I talked to a friend, he complained abt echo. And then it happened quite frequently. There were also complaints that most people can not hear my voice. Not just that, I couldn't hear what my friends are saying most of the times. This headset is pretty bad and I wouldn't recommend to anyone.",negative,low,
2025-08-15T07:49:42.535737Z,Scanner fits well and there is room for the cable. Durable nylon with plastic zipper.,neutral,low,
2025-08-15T07:49:42.548599Z,"I have now purchased four of these for everyone in my family. I have two installed in Europe and two installed here in the USA. The basic functionality is that it lets you use your home phone to talk on skype. When you get a skype call, your home phone rings. It works simultaneously with a land line as well. You can have skype and your land line connected at the same time. When you get a skype call your phone will ring differently than when a landline call comes in. It also acts like call waiting. If you're on a skype call and you get a regular call, you'll hear beeps just like call waiting and can flip between the two calls. It works with answering machines too. Incoming calls will ring the same number of times as your landline calls and your answering machine will pick up and they can leave a message just like a regular call. The advanced features are amazing. You can setup the Call Center for skype call forwarding. I have mine set to ring 4 times and if I don't pick up at home, it will use my landline to call my cellphone and connect the skype call. I no longer worry about being at home to take a skype call. The next cool feature is using the Call Center to allow you to make skype calls from any phone on the planet. With this feature enabled, the Call Center will answer your landline phone after a certain number of rings. It can make your PC act like an answering machine. When the greeting comes on, you can type in a secret pin code on the phone and it will then let you dial a skype call and connect you. Picture this: you're at work and have urgent news for your family in another country. Instead of making an international call or going home to make the call, you dial your home phone. The Call Center answering machine on your PC picks up. You punch in your pin and dial your skype speed dial number for your family and the call center connects you. You are now making an international phone call even though you're only paying for the call to your house. When you receive skype calls at home, the skype ID of the person calling will show up on your home phone caller ID. Setup is simple. 1) Install Skype and set it up on your pc 2) Install the software on the CD that came with the Call Center 3) Setup advanced Call Center features on your pc if you want to (it's optional). 4) Connect the Call Center USB cable to your computer 5) Connect your home phone to the Call Center 6) (optional) Connect your landline phone wire to the call Center That's it. You're now in business. Using this box has really improved my life! My parents in europe are not computer savvy and would have NEVER used skype regularly as it is complicated and confusing to them. Now if they want to talk to me, they just pick up the phone and dial ##1. If I want to call them, their phone rings just like normal. Also, I am using a Cable Modem phone line (voice over IP) from my cable company and the Call Center works just great. I read some places saying it may not work well, but it does.",positive,low,
2025-08-15T07:49:42.564614Z,"The music quality is top notch, comparable to Cowon D2, Sony S639 (only slightly lesser bass). Call quality is also superior to vast of phones, and it is loud enough to hear even in a train station. The problem, it lags - whatever I clicked, it took 2-3 sec to respond. Yes, I am used to it, however, I really wish it can be more responsive. Turning camera sound off does improve camera speed - goes to camera option - picture setting - choose sound (including ""None"").",neutral,low,calidad
2025-08-15T07:49:42.573196Z,"After a very frustrating time searching for an adapter for my LG Chocolate Touch, I found this. It fits, it works and there is no problem with hearing a call or a caller hearing me. I am able to plug in a regular, one ear headset that has a 2.5mm male connector.",negative,high,envío
2025-08-15T07:49:42.595962Z,it works nicely so far. I haven't had any problems. Fits good. Does not have a kick stand on it.,positive,low,
2025-08-15T07:49:42.623593Z,The phone was as advertised and well packaged for shipment. The operating manual and wall charger were a pleasant surprise. It took less than 2 minutes to insert the SIM card and go into service. (the battery was almost fully charged.) A good buy!,positive,low,
2025-08-15T07:49:42.635016Z,good for what it is but doesn't really work on microwave -- an honest looking and working instrument which measures magnetic fields well.,positive,low,
2025-08-15T07:49:42.643336Z,"I have had this device for about a week now and i am a little disappointed. It doesn't fit well on my ears however that could be due to my ears being smaller than Normal. Also everyone has a hard time hearing me. They either say that i am muffled or to quiet even when i am talking loud. Its a decent product and seems durable but i own a business and need people to hear me when im talking. It cam with a car charger, wall charger and a number of ear muffs and ear holsters. I don't care about the blue light but would rather not have it.",neutral,low,
2025-08-15T07:49:42.658500Z,As per CNET ([...] model V265 has second highest SAR rating in US. I believe this V276 is very close to V265. I am not sure if I will go for this model...,neutral,low,
2025-08-15T07:49:42.669045Z,"It doesn't, I'm so so sorry that your car or home doesn't have good reception like me, it's a bummer but don't make the same mistake as me. This doesn't work I promise you. My suggestion is to use wifi calling or if you have a house buy a repeater for under $100 but make sure it works with your bandwidth and not a conflict with emergency lines.",positive,low,precio
2025-08-15T07:49:42.686117Z,Did not work with my HTC Eris Droid to well. It would get staticy at times and I could not hear people too well when driving semi truck. Battery life was very good.,positive,low,
2025-08-15T07:49:42.694294Z,"Others have noted quite a bit, and as such there are featuers I haven't bothered to pay for, but as to the things I have used the phone for, I would say it's ok for a free phone, but not worth paying for. As to the primary functionality, I haven't had problems with calls at all. Navigation is pretty simple. It's sturdy and I like the button for opening it. If you just want a phone to work as a phone, this one isn't too bad. The camera on this phone is essentially useless. The quality is so bad that you're likely not to bother using it. I tried using it for fun for a while, but found that nothing came out well so just stopped. I loved having the radio on the phone for my walk to the subway. I could catch up on some news. But then the phone stopped recognizing that the ear piece was plugged in. I got a replacement phone, but the same thing happened to the replacement after a month or so. To have a picture ID a person, you need to have the person's info locally on the phone, not on the card. Phone numbers when added are defaulted locally, which was a problem when I switched phones and had to move all my contacts to the card. While this seems to be typical, games are pointless. You can play for a few minutes / levels, then you have to pay. I don't understand why a couple simple games can't be included.",negative,low,calidad
2025-08-15T07:49:42.703542Z,It does the job. was the right price and was surprised it was still available.,neutral,low,precio
2025-08-15T07:49:42.712521Z,"I recently retired and moved to a coastal area of Maine. There is virtually no cell service although occasionally a text message would get through. After installing the external antenna on the roof and pointing it at the nearest cell tower (thanks to [...] for coordinates), I was thrilled that I had service with my Verizon Droid phone. I had to stay within 6' of the indoor antenna, but that was OK. Unfortunately, I had to turn in my company-owned phone (I retired) and replaced it with the LG Cosmos (still Verizon). Although it showed 3-4 bars, it would not send or receive calls and text messages. Thinking it was a flaw with the phone, Verizon replaced the LG Cosmos. Same problem. Once or twice I was able to make a call. I will say that tech support at Wilson Electronics was extremely helpful but they were at a loss as to why the DT Signal Booster wouldn't work with the LG phone but did with the Droid. I finally bought a network extender from Verizon which works through my internet connection. After rebate, it's $100. It works great and gives me coverage throughout the house and the yard. However, it only works with Verizon phones (not a problem for me). I know people who have used Wilson boosters and have had great results. It just didn't work out for me.",positive,low,precio
2025-08-15T07:49:42.721196Z,"I got this phone based on a recommendation from AT&T :( silly me. I wanted a back up phone my wife could use in case her other phone failed to turn on (also a motorola different model almost 5x price). They recommend this phone because of it's low cost and it's a go phone so you only pay for minutes you use. I bought the phone and loved it. It was very low cost, came with airtime. It feels very solid, except for the battery cover which seems flimsy but seems to hold up with no problems. It had what I felt as good sound quality and a good number of features for such a low cost phone. I wanted to prep the battery since my wife was going to travel soon, so I left it powered on and would constantly press a button so the light would stay on and drain the battery. The display is amazingly bright, I could almost use it as a flashlight. I was also really surprised at the battery life. Anyhow after two cycles of draining the battery and then charging it to full, I figured it would be all set to use as an emergency phone for my wife who was going on a two week business trip. Wrong :( on the last day of her trip her main cell phone battery was low so she decided to try to use the back up phone. It wouldn't turn on :( I don't know if it was due to the xray machines at the airports or what but the battery was drained. She said she never turned it on at all until that day so maybe it got turned on accidently in her purse (phone turns on by pressing a button on the front for 4 or 5 seconds). Anyhow to make matters worse the AT&T rep also said I could also use it as a main phone by transfering the SIM. Nope didn't work either, I was on the older AT&T plan so I had to be migrated. Atleast the phone didn't cost too much. I figure I can still keep it as an emergency 911 phone too (Go phone minutes expire :( which the AT&T rep didn't tell me about). And it does look pretty good as a paper weight.",positive,low,precio|calidad
2025-08-15T07:49:42.730239Z,Not a good headset. I bought it with high hopes based on what they advertise on their website. They show a weedwacker right behind the guy on the phone. I use it in both modes and people can hear every sound in the background. My Plantronics Bluetooth was much better than this. I can't believe I paid so much for it. Jawbone must have recognized the issue too since they say their new model is better at reducing background noise. Wouldn't believe it.,positive,low,
2025-08-15T07:49:42.738143Z,"I ordered these after hearing a positive review on the Daily GizWiz podcast. They sound great, and the convenience of bluetooth means I can wander without dealing with cords. I never expected this kind of sound quality from my iPod. Highly recommended.",positive,low,calidad
2025-08-15T07:49:42.745813Z,"After using this case for three months, I have to change my opinion. While the case does protect the Iphone, it also requires frequent cleaning and scratches my crystal cover that I put on . Overall, I'd say there has to be something better out there. I will keep looking . My original review: I wanted something to protect the Iphone and found the acrylic case to be fantastic. The clip is another story, it is awful. The slightest movement can send your beloved Iphone plummeting to the ground. Luckily the acrylic case works! When I contacted Contour Design, it turns out they redesigned the clip. Needless to say the new clip is not much better. Also, the acrylic case will not work with another holster. Needless to say I am on the lookout for a better carrying device for the Iphone.",positive,low,
2025-08-15T07:49:42.754265Z,Satisfactory Simple easy to use Large numbers Clear reception,neutral,low,
2025-08-15T07:49:42.763612Z,"Holds a charge far longer than the battery which replaced it, which was why I got it. Was satisfied with my purchase.",neutral,low,
2025-08-15T07:49:42.770860Z,"So far, everything seems well with this battery. The vendor shipped quickly. I will update if it fails before it should.",neutral,low,
2025-08-15T07:49:42.778929Z,"I'm really unimpressed with this headset. Granted, its a pretty old design now (i bought it in 2006) and I imagine there are much better headsets out there. There is way too much static for such a simple, digital device. It is especially bad if I have my phone in the opposite-side pocket as which ear I have the headset in. Certainly you can do better than this by now. Get something with a later bluetooth version.",negative,high,envío
2025-08-15T07:49:42.806041Z,"I've had Nokia, Sony-Ericsson, and Motorola phones - and each has had features that I found to be incredibly useful. I've heard a lot about Samsung phones in the international community and I was excited when I saw that T-Mobile began offering this phone. I was hoping it would be a combination of all that I ever wanted in a phone - but I was disappointed. To begin with, this phone looks great. Well-built, sturdy, and with a high-gloss finish that screams class it received many compliments every time I brought it out. The screen is bright and delivers detailed images and video. By far, this is the nicest screen I've seen on any portable product - including the iPod Video. It slides open and closes smoothly, and the keypad it reveals is backlit and easy to see in the dark. As an MP3 player, it delivers crisper sound than I heard from my Nokia 6600. The Bluetooth worked flawlessly and instanly hooked up with my other phones and my laptop. The camera is as good as any other cell phone camera that promises 1.3MP. In short, what this phone promised ... it delivered. However, I was disappointed mainly because it appeared that the user interface was not as cleverly designed as the physical package. The phonebook only allows three phone entries per name. Looking up names, you can only search by typing the first letters of the last name. For example, suppose you have an entry for ""John Smith"" - if you use the search feature and type in ""Jo"" it will NOT list all the Johns. You have to search for ""Sm.."". Why? Sure you can sort the phone by either the first or last name, but you can only search using one or the other. Not both. My Nokia and Ericsson could do both. Another phonebook problem - suppose you've just called someone's home and now you want to call their cell. You have to start the search over. It doesn't remember your last search. Headset works fine. But if you have the headset on and the phone rings, you don't hear the ring through the earpiece. The phone rings normally and you activate the call by pressing the button on the headset. That sort of negates the purpose. You can listen to MP3s using the headset, but since the headset uses a proprietary connector, you can't use your ""good"" headphones. Maybe when the phone becomes more popular, adapters to standard headphones will be made. The keys under the screen aren't soft - meaning they cannot be reassigned. The left button opens the menu and the right buttom opens the phonebook. My Nokia let me reassign these keys - so, because I use SMS a lot, I could assign one key to open up the message center. Speaking of keys - the entire keypad is nearly flat. This makes it hard to ""feel"" for a key (while driving for example). I don't have particularly large fingers, but I found myself making a lot of mistakes. Another irritating problem - each menu option has a submenu but the submenus have no relation to one another. (This is a hard one to explain). For example, you are going through your list of audio files. You want to delete one. You click ""Options"" and you get a submenu of seven items. #6 is ""Delete"". You can scroll down, but it is faster to just type in the number 6 as a shortcut. So far so good. Now, you are going through your text messages. You want to delete one. The submenu shows the delete as #7. You want to delete a phonebook entry, the delete is #4 in the submenu. No consistency makes it very hard to use shortcuts. All my prior phones had a dedicated ""Clear"" button that can be used anywhere - but if the people at Samsung don't want to ""waste"" a button, they should've at least made the submenus more consistent. By the way, everytime you delete something it asks you if you want to delete ""All or Selected"" - this is an unnecessary step. You can listen to MP3s, but you can't use them as ringtones unless they are converted to 3gp. This is as easy as changing the extention from .mp3 to .3gp on your computer before uploading the song (via bluetooth or USB). Why the extra step? Battery life is terrible. As expected, using the MP3/video player causes a serious drain on your power. One thing I found weird - after listening to MP3s on the phone during a 1-hour flight, the phone became quite warm. I'm not sure if this will affect the phone's general life-span. The beautiful case looks shiny and great - but it smudges really easily. If you aren't using a headset and you have to press this phone to your ear, be prepared for major smudgeness - especially after a long phone call. Another weird thing - you can only use the supplied charger to charge this phone. Even if you have another Samsung phone, you can't use another phone's charger. All my Nokia phones used the same charger. I ended up returning the phone on the last day of my 14-day trial period. It just didn't deliver what I needed, and the annoyances were just too much for me. I am still waiting for the perfect phone - one that combines the best features of all the other phones. I want the appearance of this Samsung (I love the way it looks and feels), but I want the features in all the other phones. I also want it to use standard plugs.",negative,low,
2025-08-15T07:49:42.816473Z,"I purchased this pet barrier for my 2005 Lexus RX330. Out of the box, I was impressed with the quality of the materials. However, I quickly became frustrated with the lack of understandable instructions. If you're not mechanically inclined, I wouldn't recommend this item. I pretty much had to figure it out on my own as the instructions were basically worthless. To make matters worse, this unit doesn't really fit the interior of the Lexus very well. The headliner is not straight across and the drivers side headliner hangs down about 3 more inches than the passenger side. Not really sure why, but it did make getting the unit installed correctly, very difficult, if not impossible. If you have a Lexus RX, look for another brand to use rather than this one.",neutral,low,calidad
2025-08-15T07:49:42.825616Z,"It is a great phone, but the battery came with phone was completely dead and can not be recharged. returned it. The phone deserves 5 stars.",positive,low,
2025-08-15T07:49:42.839497Z,"The cradle/charger is great for charging spare battery even if you don't use the cradle as a phone charger base. The battery and auto charger are good quality also and work well. Overall, well worth the price.",positive,low,precio|calidad
2025-08-15T07:49:42.856082Z,This headset is comfortable and has good styling but barely lasted past the warranty period before people could no longer hear you when you talk..,positive,low,
2025-08-15T07:49:42.868751Z,It didn't work and ended up returning it. What a waste of money I spent on S&H. I would pass on this.,neutral,low,
2025-08-15T07:49:42.880177Z,I so love this charger!! It charges up my phone fast. Plan on buy a couple more in the future.,positive,low,
2025-08-15T07:49:42.892001Z,"I wish now I'd paid closer attention to the other reviews. This case is.. Ok for the price, but yeah, the Velcro closure is WAY too much. Makes it feel and sound like you're literally ripping it open every time you try to get to your device. The magnetic style closure is much more desirable. Also, it would be nice if there was some kind of opening in the bottom, like most other cases have, where you can push your device up and out for easier access. Oh well.",positive,low,precio
2025-08-15T07:49:42.897938Z,"all of the rine stones fell off and it cracked,also its really hard to get of your phone, but its really cute",neutral,low,
2025-08-15T07:49:42.903832Z,"The only complaint I have about this item is the fact that the white edges lose their pristine whiteness very quickly if you happen to wear denim jeans; even my wife's case has turned grey after sitting in her purse. I would give this 5 stars if they changed the material to fix this problem, as well as sent us replacements. As for protection, I haven't seen anything to top this case.",neutral,low,
2025-08-15T07:49:42.917542Z,"From package and the item itself, I can see that it is a very high quality made and it is amazingly small. HOWEVER, It does not sync my iPhone and iPOD. I read others reviews, many stated they could sync and charge iDevices, but some cannot. I am wondering if I received defective one.... Since I'm from oversea, it is not convenient to return and exchange......",negative,low,calidad
2025-08-15T07:49:42.928554Z,Works Great,positive,low,
2025-08-15T07:49:42.967294Z,Great,positive,low,
2025-08-15T07:49:42.981708Z,"I have an inside office and was getting cell signals that would go from an adequate 3 bars to ""call lost"" within a second. I had to tell clients to call me on my landline because my cell phone signal was not reliable. I did a lot of research and finally locked into the Wilson DT cell signal booster over all the others. It showed up and I came in over the weekend and ran my own coax from my office to the outside wall (about 40'). I completed the hookup (about 2 hours including mounting, tucking cords, etc.). I checked my phone and the bars did not change. I called Wilson and they walked me through the Gain settings. The Wilson representative asked if I checked my phone and explained to me that since I have 4G, the bars on my phone won't show the boosted change. I was very skeptical. Well, no worries, he was right. The signal works great. It has been over 6 months since I installed the booster and have had no dropped calls. I went from daily dropped calls to zero dropped calls. It works, and it works great. It is well worth the money to have a reliable cell signal.",positive,low,
2025-08-15T07:49:42.990036Z,Great Concept - Connected to my PC fine - Maybe too many buttons to remember. The conference quality was ok. Bluetooth audio was Bad. Battery charger did not work. Interesting I could charge through the USB cable though. It was the most painful product I have ever placed on my head. I gave it away one week after I tried it out. The combination of a heavy headset and plastic over ear hooks that are shaped like a knife made it imnpossible for me to wear.,negative,low,calidad
2025-08-15T07:49:42.998639Z,"i wanted a cute salt and pepper shaker for the holiday season... and when I came across this i knew I had to get it. Its super cute, i am very happy with it.",neutral,low,
2025-08-15T07:49:43.011377Z,Really simple setup. Installed the booster for my in-laws who had absolutely no signal in their home and constantly dropped calls. They instantly received 4 bars on their analog and smart phones.,neutral,low,
2025-08-15T07:49:43.023259Z,"I ordered this phone for my husband because he has had about 5 of them in the past that he has either dropped in water or crushed somehow. He really liked the other phones but this one has not been a good one at all. It drops alot of calls, doesn't show caller ID alot of times, just many different little things.",positive,low,
2025-08-15T07:49:43.031826Z,"Was a great headset, with one major flaw. I could not put the ear clip over my ear, using only one hand, which i usually do before i drive. Also buttons were a bit tough to press with one hand while wearing, and it didn't call the last dialed number when pressed.",positive,low,
2025-08-15T07:49:43.040319Z,"After considerable research, I finally took the plunge and purchased my first smartphone, Motorola's Q Global 9h. I had used a PDA off and on but was disenchanted with docking stations, stylus usage, and carrying both a phone and a PDA. I am extremely pleased with this purchase but bear in mind, I have not owned other brands. Compared to similar offerings, the Motorola Q is much slimmer and lightweight. I was attracted to its functionality, its looks, and its potential to do what I needed done. The voice and sound qualities of the phone exceed my expectations as does the built in camera. I have not yet tried to use the music aspects but that was not important to me in my selection. The full QWERTY keyboard is easy to use compared to others in this class and the interface to the internet is very easy to manipulate. Its voice recognition component has been outstanding so far. The standard battery has been so functional to this point, that I have not even charged the extended battery. Since my corporate system is based on Windows, I needed a Windows Mobile software unit to sync with my corporate requirements. I was amazed with how quickly I was able to sync with my work units, how quick the interface is, and how accessible my emails and corporately based data is now available in my handset wherever I am in the US or world (mostly). All my contacts, my calendar, and all incoming emails appear in my handset within seconds of arriving at my office computer. I especially appreciate the ability to receive my Windows based email from work on my MOTO Q9h but also my email from accounts at AOL and Yahoo. One glance at the screen and I can see email waiting on my Outlook account, my AOL account, a text message, and any voicemails. I assume other smartphones can do this, but it is pretty slick, nonetheless. All in all, this is a great smartphone and I am extremely pleased with it. It is reassuring to know I have the equivalent of everything from an MP3 player to a camera to an internet portal to a video player--all that and a great phone too! After 3 weeks with this device, I unequivocally recommend it those in search of a quality smartphone.",negative,high,calidad|envío
2025-08-15T07:49:43.068570Z,"I love a razor phone. This phone, however was not compatible with Verizon and I had to send it back.",positive,low,
2025-08-15T07:49:43.076704Z,"The price of bluetooth devices has gone down dramatically that I was able to justify buying one:) The H500 works fine with our LG Shine. Although you may need to talk a little louder so that the other person can clearly understand you (Well, not too bad really). It was an easy setup. The device itself looks fine, not too dorky in my opinion. It also has a nice blue LED light. Available in many colors of choice. Why 3 stars? The volume control is hardly palpable. It is hard to adjust the volume while in use. Your fingers may tend to slipped while trying to adjust. Even the call button is difficult to press. I like the ear hook can be flipped to be used either on your left or right ear. It is also not too heavy to be worn comfortable on your ear.",negative,low,precio
2025-08-15T07:49:43.084362Z,"These work ok. They do the job they are meant to do. Only complaint is the manufacturing of the product. They are clunky stiff feeling. I guess if you are taking these off and on a lot they will wear in. They do cinch up as they should, and they do hold firm. It is very nice to only have to use one key for all the locks. (Each lock comes with 2 keys.) Mine were difficult to pull apart, again I think it is because they are brand new and not worn in yet. I have no complaints about the seller, order arrived when promised, and in the promised condition.",positive,low,
2025-08-15T07:49:43.092674Z,It does not work correctly. I am going to have to return it.:(,neutral,low,
2025-08-15T07:49:43.109073Z,"Shipped on-time. New Condition. Great for listening to music or video,terrible for calls. When I receive a call,no one can hear me talk.",negative,low,
2025-08-15T07:49:43.117675Z,"I ordered three of these from Amazon and 2 of them did not work. The one that did work was fine. When I called they told me it was a ""dead unit"" and I could return them for a replacement.",neutral,low,
2025-08-15T07:49:43.125904Z,It's not fair this review says specifically that this phone comes with 2gb of internal memory i bought it because of that and i am really dissapointed because i recieived a 450 internal memory phone Is there anything I can do to fix my problem ? If somebody knows please tell me,neutral,low,
2025-08-15T07:49:43.133844Z,I tried pairing this without reading the manual. RTFM. Press and hold the chrome-talk button until the blue light is continuously lit and then pair it with your phone. It works well with Palm Treo 700p. It looks great. You can hear the voices loud and clear. It has volume control. This headset is feature rich. The microphone sucks big time. Have to talk loud for the other person to hear properly. The volume button is a cheapo plastic thingy and I'm afraid that it'll fall off some day. Whoever thought of making the microphone point more towards the eye than the mouth should be slapped. Not the best. But works ok for the 25 bucks..,positive,low,
2025-08-15T07:49:43.141487Z,"Very decent, basic phone. I bought it for my mother who is not interested in advanced technology at all. She actually learned to text on this thing and does a great job at it!! The phone works very well for it's purpose.",positive,low,
